,station_name,lat,lon
661, '西二旗', '40.058918', '116.312621'
662, '上地', '40.038699', '116.326836'
663, '五道口', '39.998568', '116.344434'
664, '知春路', '39.982065', '116.347619'
665, '大钟寺', '39.972034', '116.35182'
666, '西直门', '39.946436', '116.361442'
667, '车道沟', '39.954895', '116.300274'
668, '长春桥', '39.964876', '116.300461'
669, '火器营', '39.972383', '116.29561'
670, '巴沟', '39.980389', '116.30051'
671, '苏州街', '39.981704', '116.312768'
672, '海淀黄庄', '39.981865', '116.324348'
673, '知春里', '39.982061', '116.336091'
674, '知春路', '39.982065', '116.347619'
675, '西土城', '39.982026', '116.360484'
676, '牡丹园', '39.982371', '116.376446'
677, '健德门', '39.982833', '116.387816'
678, '北土城', '39.983255', '116.400663'
679, '安贞门', '39.983322', '116.412371'
680, '惠新西街南口', '39.983276', '116.42404'
681, '芍药居', '39.983549', '116.443571'
682, '太阳宫', '39.978367', '116.454059'
683, '三元桥', '39.96688', '116.463573'
684, '亮马桥', '39.955006', '116.468743'
685, '农业展览馆', '39.946988', '116.468772'
686, '团结湖', '39.939382', '116.468337'
687, '呼家楼', '39.928981', '116.468237'
688, '金台夕照', '39.922961', '116.468282'
689, '国贸', '39.914435', '116.467523'
690, '双井', '39.899186', '116.468453'
691, '劲松', '39.890027', '116.46801'
692, '潘家园', '39.881735', '116.467741'
693, '十里河', '39.871712', '116.465176'
694, '分钟寺', '39.857886', '116.460348'
695, '成寿寺', '39.851457', '116.454315'
696, '宋家庄', '39.851941', '116.434913'
697, '石榴庄', '39.852109', '116.420566'
698, '大红门', '39.851803', '116.404916'
699, '角门东', '39.851487', '116.392751'
700, '角门西', '39.851929', '116.377644'
701, '草桥', '39.851597', '116.359241'
702, '纪家庙', '39.850124', '116.339533'
703, '首经贸', '39.85032', '116.326613'
704, '丰台站', '39.856026', '116.311475'
705, '泥洼', '39.8647', '116.310813'
706, '西局', '39.87224', '116.309898'
707, '六里桥', '39.886428', '116.30961'
708, '莲花桥', '39.904081', '116.316823'
709, '公主坟', '39.913509', '116.316696'
710, '西钓鱼台', '39.929671', '116.304186'
711, '慈寿寺', '39.93927', '116.300677'
712, '车道沟', '39.954895', '116.300274'
713, '四惠', '39.91486', '116.501945'
714, '四惠东', '39.914943', '116.522347'
715, '高碑店', '39.915798', '116.538'
716, '传媒大学', '39.915197', '116.561375'
717, '双桥', '39.915885', '116.583332'
718, '管庄', '39.914907', '116.605782'
719, '八里桥', '39.912218', '116.625141'
720, '通州北苑', '39.910064', '116.64361'
721, '果园', '39.89966', '116.653044'
722, '九棵树', '39.896462', '116.663922'
723, '梨园', '39.889716', '116.675218'
724, '临河里', '39.881239', '116.685467'
725, '土桥', '39.877629', '116.69298'
726, '西直门', '39.946436', '116.361442'
727, '大钟寺', '39.972034', '116.35182'
728, '知春路', '39.982065', '116.347619'
729, '五道口', '39.998568', '116.344434'
730, '上地', '40.038699', '116.326836'
731, '西二旗', '40.058918', '116.312621'
732, '龙泽', '40.076647', '116.326173'
733, '回龙观', '40.076426', '116.34232'
734, '霍营', '40.077129', '116.366721'
735, '立水桥', '40.059244', '116.418274'
736, '北苑', '40.048872', '116.441315'
737, '望京西', '40.001109', '116.455596'
738, '芍药居', '39.983549', '116.443571'
739, '光熙门', '39.974474', '116.438355'
740, '柳芳', '39.964106', '116.439265'
741, '东直门', '39.947892', '116.441454'
742, '沈杜公路', '31.067059', '121.518854'
743, '三鲁公路', '31.062055', '121.533989'
744, '闵瑞路', '31.054469', '121.536872'
745, '浦航路', '31.047041', '121.53709'
746, '东城一路', '31.036014', '121.538758'
747, '汇臻路', '31.031163', '121.531392'
748, '市光路', '31.328516', '121.538527'
749, '嫩江路', '31.320923', '121.538559'
750, '翔殷路', '31.311024', '121.538472'
751, '黄兴公园', '31.301934', '121.539677'
752, '延吉中路', '31.294724', '121.541405'
753, '黄兴路', '31.284573', '121.534441'
754, '江浦路', '31.280818', '121.524804'
755, '鞍山新村', '31.278922', '121.516066'
756, '四平路', '31.280778', '121.50817'
757, '曲阳路', '31.282122', '121.497039'
758, '虹口足球场', '31.276632', '121.485807'
759, '西藏北路', '31.2694', '121.47525'
760, '中兴路', '31.259035', '121.475411'
761, '曲阜路', '31.248303', '121.478011'
762, '人民广场', '31.238795', '121.481022'
763, '大世界', '31.233128', '121.485885'
764, '老西门', '31.22473', '121.489797'
765, '陆家浜路', '31.217413', '121.492716'
766, '西藏南路', '31.207672', '121.496122'
767, '中华艺术宫', '31.19134', '121.500749'
768, '耀华路', '31.184085', '121.501124'
769, '成山路', '31.176478', '121.50273'
770, '杨思', '31.16671', '121.50029'
771, '东方体育中心', '31.159351', '121.487012'
772, '凌兆新村', '31.146696', '121.496279'
773, '芦恒路', '31.124907', '121.504377'
774, '浦江镇', '31.102197', '121.512891'
775, '江月路', '31.089988', '121.515133'
776, '联航路', '31.079655', '121.51713'
777, '沈杜公路', '31.067059', '121.518854'
778, '金运路', '31.247368', '121.326035'
779, '金沙江西路', '31.247399', '121.341691'
780, '丰庄', '31.248368', '121.362183'
781, '祁连山南路', '31.24317', '121.374143'
782, '真北路', '31.237861', '121.388887'
783, '大渡河路', '31.237535', '121.401707'
784, '金沙江路', '31.237991', '121.419507'
785, '隆德路', '31.236733', '121.430026'
786, '武宁路', '31.240291', '121.436675'
787, '长寿路', '31.246718', '121.444762'
788, '江宁路', '31.250552', '121.450569'
789, '汉中路', '31.247193', '121.46524'
790, '自然博物馆', '31.241917', '121.469279'
791, '南京西路', '31.23413', '121.465932'
792, '淮海中路', '31.226198', '121.470677'
793, '新天地', '31.221998', '121.481686'
794, '马当路', '31.215357', '121.48331'
795, '世博会博物馆', '31.202606', '121.488515'
796, '世博大道', '31.188231', '121.490937'
797, '曹路', '31.277549', '121.689449'
798, '民雷路', '31.274649', '121.674609'
799, '顾唐路', '31.272188', '121.663'
800, '金海路', '31.268948', '121.645202'
801, '金吉路', '31.26994', '121.634401'
802, '金桥', '31.266889', '121.619064'
803, '台儿庄路', '31.258705', '121.603984'
804, '蓝天路', '31.247521', '121.584168'
805, '芳甸路', '31.237704', '121.56462'
806, '杨高中路', '31.233791', '121.555022'
807, '世纪大道', '31.234854', '121.533437'
808, '商城路', '31.236125', '121.52289'
809, '小南门', '31.222656', '121.504895'
810, '陆家浜路', '31.217413', '121.492716'
811, '马当路', '31.215357', '121.48331'
812, '打浦桥', '31.212073', '121.475402'
813, '嘉善路', '31.208616', '121.467353'
814, '肇嘉浜路', '31.205392', '121.456463'
815, '徐家汇', '31.201202', '121.442314'
816, '宜山路', '31.192588', '121.433806'
817, '桂林路', '31.181001', '121.424982'
818, '漕河泾开发区', '31.17622', '121.404164'
819, '合川路', '31.172225', '121.391169'
820, '星中路', '31.163862', '121.375571'
821, '七宝', '31.161393', '121.356049'
822, '中春路', '31.155954', '121.344743'
823, '九亭', '31.143844', '121.325378'
824, '泗泾', '31.123976', '121.267259'
825, '佘山', '31.110609', '121.236257'
826, '洞泾', '31.090393', '121.237014'
827, '松江大学城', '31.060041', '121.239201'
828, '松江新城', '31.036209', '121.237259'
829, '松江体育中心', '31.022048', '121.237089'
830, '醉白池', '31.006987', '121.235829'
831, '松江南站', '30.990998', '121.237372'
832, '莘庄', '31.116581', '121.391623'
833, '外环路', '31.126929', '121.399814'
834, '莲花路', '31.136734', '121.409334'
835, '锦江乐园', '31.148312', '121.42068'
836, '上海南站', '31.160423', '121.436696'
837, '漕宝路', '31.174604', '121.440961'
838, '上海体育馆', '31.188814', '121.443402'
839, '徐家汇', '31.201202', '121.442314'
840, '衡山路', '31.211335', '121.45316'
841, '常熟路', '31.219964', '121.456628'
842, '陕西南路', '31.221939', '121.465323'
843, '黄陂南路', '31.228753', '121.479798'
844, '人民广场', '31.238795', '121.481022'
845, '新闸路', '31.244699', '121.474802'
846, '汉中路', '31.247193', '121.46524'
847, '上海火车站', '31.255155', '121.46396'
848, '中山北路', '31.265275', '121.465616'
849, '延长路', '31.27806', '121.461893'
850, '上海马戏城', '31.285845', '121.458503'
851, '汶水路', '31.298815', '121.45656'
852, '彭浦新村', '31.312943', '121.455097'
853, '共康路', '31.325355', '121.453464'
854, '通河新村', '31.337798', '121.447817'
855, '呼兰路', '31.345991', '121.444185'
856, '共富新村', '31.361557', '121.440458'
857, '宝安公路', '31.376207', '121.437357'
858, '友谊西路', '31.387741', '121.434336'
859, '富锦路', '31.398683', '121.43103'
860, '徐泾东', '31.195432', '121.307524'
861, '虹桥火车站', '31.200316', '121.327907'
862, '虹桥2号航站楼', '31.200617', '121.3327'
863, '淞虹路', '31.223999', '121.365797'
864, '北新泾', '31.222104', '121.38064'
865, '威宁路', '31.220484', '121.393672'
866, '娄山关路', '31.216958', '121.410818'
867, '中山公园', '31.224175', '121.423065'
868, '江苏路', '31.226546', '121.437716'
869, '静安寺', '31.229402', '121.453901'
870, '南京西路', '31.23413', '121.465932'
871, '人民广场', '31.238795', '121.481022'
872, '南京东路', '31.243738', '121.490857'
873, '陆家嘴', '31.243637', '121.508824'
874, '东昌路', '31.239079', '121.521998'
875, '世纪大道', '31.234854', '121.533437'
876, '上海科技馆', '31.225461', '121.550557'
877, '世纪公园', '31.215933', '121.557176'
878, '龙阳路', '31.209166', '121.56405'
879, '张江高科', '31.207879', '121.594061'
880, '金科路', '31.209932', '121.608557'
881, '广兰路', '31.216703', '121.627179'
882, '花木路', '31.21757', '121.569227'
883, '龙阳路', '31.209166', '121.56405'
884, '芳华路', '31.199531', '121.556478'
885, '锦绣路', '31.22605', '121.535457'
886, '杨高南路', '31.193453', '121.531652'
887, '高科西路', '31.191286', '121.516396'
888, '云台路', '31.187813', '121.507205'
889, '耀华路', '31.184085', '121.501124'
890, '长清路', '31.18033', '121.492645'
891, '后滩', '31.177884', '121.480035'
892, '龙华中路', '31.191322', '121.463605'
893, '东安路', '31.197304', '121.461153'
894, '肇嘉浜路', '31.205392', '121.456463'
895, '常熟路', '31.219964', '121.456628'
896, '静安寺', '31.229402', '121.453901'
897, '昌平路', '31.240476', '121.448746'
898, '长寿路', '31.246718', '121.444762'
899, '镇坪路', '31.252964', '121.436843'
900, '岚皋路', '31.262583', '121.428339'
901, '新村路', '31.270157', '121.429033'
902, '大华三路', '31.280186', '121.429488'
903, '行知路', '31.291225', '121.428059'
904, '大场镇', '31.29971', '121.422947'
905, '场中路', '31.309963', '121.420161'
906, '上大路', '31.321458', '121.414775'
907, '南陈路', '31.327224', '121.405224'
908, '上海大学', '31.326259', '121.395296'
909, '祁华路', '31.328108', '121.38016'
910, '顾村公园', '31.350576', '121.379313'
911, '刘行', '31.363427', '121.368889'
912, '潘广路', '31.370198', '121.362293'
913, '罗南新村', '31.394383', '121.364185'
914, '美兰湖', '31.407853', '121.356426'
915, '江杨北路', '31.414218', '121.446217'
916, '铁力路', '31.414309', '121.467842'
917, '友谊路', '31.40993', '121.48254'
918, '宝杨路', '31.401287', '121.486126'
919, '水产路', '31.387092', '121.494702'
920, '淞滨路', '31.376563', '121.499387'
921, '张华浜', '31.363646', '121.505376'
922, '淞发路', '31.350804', '121.50714'
923, '长江南路', '31.337669', '121.498185'
924, '殷高西路', '31.325555', '121.49148'
925, '江湾镇', '31.311153', '121.491636'
926, '大柏树', '31.295096', '121.489614'
927, '赤峰路', '31.287038', '121.48899'
928, '虹口足球场', '31.276632', '121.485807'
929, '东宝兴路', '31.265746', '121.486639'
930, '宝山路', '31.257393', '121.48291'
931, '上海火车站', '31.255155', '121.46396'
932, '中潭路', '31.260932', '121.447467'
933, '镇坪路', '31.252964', '121.436843'
934, '曹杨路', '31.244796', '121.424224'
935, '金沙江路', '31.237991', '121.419507'
936, '中山公园', '31.224175', '121.423065'
937, '延安西路', '31.215772', '121.423577'
938, '虹桥路', '31.203176', '121.428043'
939, '宜山路', '31.192588', '121.433806'
940, '漕溪路', '31.182978', '121.444739'
941, '龙漕路', '31.176283', '121.45062'
942, '石龙路', '31.164304', '121.44963'
943, '上海南站', '31.160423', '121.436696'
944, '沈杜公路', '31.067059', '121.518854'
945, '联航路', '31.079655', '121.51713'
946, '江月路', '31.089988', '121.515133'
947, '浦江镇', '31.102197', '121.512891'
948, '芦恒路', '31.124907', '121.504377'
949, '凌兆新村', '31.146696', '121.496279'
950, '东方体育中心', '31.159351', '121.487012'
951, '杨思', '31.16671', '121.50029'
952, '成山路', '31.176478', '121.50273'
953, '耀华路', '31.184085', '121.501124'
954, '中华艺术宫', '31.19134', '121.500749'
955, '西藏南路', '31.207672', '121.496122'
956, '陆家浜路', '31.217413', '121.492716'
957, '老西门', '31.22473', '121.489797'
958, '大世界', '31.233128', '121.485885'
959, '人民广场', '31.238795', '121.481022'
960, '曲阜路', '31.248303', '121.478011'
961, '中兴路', '31.259035', '121.475411'
962, '西藏北路', '31.2694', '121.47525'
963, '虹口足球场', '31.276632', '121.485807'
964, '曲阳路', '31.282122', '121.497039'
965, '四平路', '31.280778', '121.50817'
966, '鞍山新村', '31.278922', '121.516066'
967, '江浦路', '31.280818', '121.524804'
968, '黄兴路', '31.284573', '121.534441'
969, '延吉中路', '31.294724', '121.541405'
970, '黄兴公园', '31.301934', '121.539677'
971, '翔殷路', '31.311024', '121.538472'
972, '嫩江路', '31.320923', '121.538559'
973, '市光路', '31.328516', '121.538527'
974, '港城路', '31.359297', '121.581148'
975, '外高桥保税区北', '31.353883', '121.593445'
976, '航津路', '31.341305', '121.600539'
977, '外高桥保税区南', '31.327228', '121.608663'
978, '洲海路', '31.318355', '121.595922'
979, '五洲大道', '31.308625', '121.595846'
980, '东靖路', '31.296804', '121.595327'
981, '巨峰路', '31.286432', '121.595529'
982, '五莲路', '31.278007', '121.59454'
983, '博兴路', '31.270058', '121.593414'
984, '金桥路', '31.263292', '121.588374'
985, '云山路', '31.256659', '121.579314'
986, '德平路', '31.251659', '121.570573'
987, '北洋泾路', '31.245588', '121.559229'
988, '民生路', '31.242115', '121.549926'
989, '源深体育中心', '31.239044', '121.540892'
990, '世纪大道', '31.234854', '121.533437'
991, '浦电路', '31.229007', '121.538513'
992, '蓝村路', '31.217627', '121.534381'
993, '上海儿童医学中心', '31.209399', '121.52979'
994, '临沂新村', '31.198949', '121.52308'
995, '高科西路', '31.191286', '121.516396'
996, '东明路', '31.17825', '121.517488'
997, '高青路', '31.165247', '121.52227'
998, '华夏西路', '31.15557', '121.521145'
999, '上南路', '31.154788', '121.512956'
1000, '灵岩南路', '31.154367', '121.50168'
1001, '东方体育中心', '31.159351', '121.487012'
1002, '松江南站', '30.990998', '121.237372'
1003, '醉白池', '31.006987', '121.235829'
1004, '松江体育中心', '31.022048', '121.237089'
1005, '松江新城', '31.036209', '121.237259'
1006, '松江大学城', '31.060041', '121.239201'
1007, '洞泾', '31.090393', '121.237014'
1008, '佘山', '31.110609', '121.236257'
1009, '泗泾', '31.123976', '121.267259'
1010, '九亭', '31.143844', '121.325378'
1011, '中春路', '31.155954', '121.344743'
1012, '七宝', '31.161393', '121.356049'
