97,79584,"信建里",39.8758712 116.3693011,"里仁街中段",79584W0QQmonthZ6,W0QQcZ79584,0,"暂无资料","80年代建筑队","中移物业","普通住宅",0000-00-00,0,0,"宣武","2011-04-12 09:43:05"
98,55474,"马连道中里一区",39.8874385674463 116.330108642578,"广安门外大街和马连道北街交叉口",55474W0QQmonthZ6,W0QQcZ55474,1200,350,"暂无资料","暂无资料","普通住宅",1995-02,4.6,25,"宣武","2011-04-12 09:43:10"
99,55925,"馨莲茗园",39.8841044057858 116.326975822449,"广外马连道胡同1号",55925W0QQmonthZ6,W0QQcZ55925,400,300,"华纺房地产开发公司","华纺正金物业公司","普通住宅",2003-10-31,1.6,35,"宣武","2011-04-12 09:43:15"
100,76983,"西豪逸景二期",39.8929869115872 116.341867446899,"宣武区小马厂1号院",76983W0QQmonthZ6,W0QQcZ76983,476,1:0.75,"北京久居宝业物业管理有限公司","北京久居宝业物业管理有限公司","公寓",2008-01,5.88,44,"宣武","2011-04-12 09:43:19"
101,78319,"新安南里",39.8761347 116.3628316,"白纸坊西街往南走150米",78319W0QQmonthZ6,W0QQcZ78319,0,"300个","80年代开发商","自属物业","普通住宅",1981-01,3,26,"宣武","2011-04-12 09:43:23"
102,183235,"车站东街",39.8868047 116.3453758,"宣武区广安门外车站东街",183235W0QQmonthZ6,W0QQcZ183235,0,"没有","铁路公司","没有","普通住宅",0000-00-00,80,20,"宣武","2011-04-12 09:43:28"
103,51089,"陶然湖景",39.8768180808463 116.37772321701,"宣武区陶然亭公园西门",51089W0QQmonthZ6,W0QQcZ51089,200,"地下车位160个","北京海腾房地产开发经营有限公司","北京永庆物业管理公司","普通住宅",2002-06-30,2,45,"宣武","2011-04-12 09:43:32"
104,79185,"菜园北里",39.8842114 116.3519204,"宣武区广安门内菜园北里",79185W0QQmonthZ6,W0QQcZ79185,0,"暂无资料","暂无资料","暂无资料","公寓",0000-00-00,0,0,"宣武","2011-04-12 09:43:36"
105,82750,"宣武门西大街22号楼",39.9000987 116.3599133,"宣武门西大街",82750W0QQmonthZ6,W0QQcZ82750,900,"200元/车位/月","房开公司","天恒物业","普通住宅",1980-02,1.12,25,"宣武","2011-04-12 09:43:40"
106,118051,"金色世纪家园",39.8695309816997 116.37225151062,"右安门东滨河路2号",118051W0QQmonthZ6,W0QQcZ118051,0,"暂无资料","世纪鸿房地产开发有限责任公司","暂无资料","公寓",2002-06,0,40,"宣武","2011-04-12 09:43:45"
107,77663,"建功北里三区",39.8803502 116.3528109,"菜园街 南线阁街",77663W0QQmonthZ6,W0QQcZ77663,450,500,"江苏三建","建功物业服务有限公司","公寓",1985-02-15,1,42,"宣武","2011-04-12 09:43:49"
108,56703,"西环景苑",39.8842855249049 116.330559253693,"宣武区马连道南街乙1号（北距西客站800米）",56703W0QQmonthZ6,W0QQcZ56703,412,"300左右","北京乾丰置业有限公司","中铁平安物业管理公司","普通住宅",2001-05,4.21,31,"宣武","2011-04-12 09:43:57"
